"","quad_ctrl_1","quad_ctrl_2","quad_ctrl_3","quad_ctrl_4","quad_ctrl_5","quad_ctrl_6","quad_KO_1","quad_KO_2","quad_KO_3","quad_KO_4","quad_KO_5","quad_KO_6","sol_ctrl_1","sol_ctrl_2","sol_ctrl_3","sol_ctrl_4","sol_ctrl_5","sol_ctrl_6","sol_KO_1","sol_KO_2","sol_KO_3","sol_KO_4","sol_KO_5","sol_KO_6"
"Snord16a",9.37874320789479,9.50706856386814,9.87249302721816,9.77461301001753,9.23866983041742,8.7541621692468,8.5164545694334,7.94307413948765,8.69796486931418,8.31836769671478,8.32924947871045,8.44177024617806,6.50494455377935,5.95049198801889,6.01571466408533,5.96291514242978,5.65135596203878,7.00520372450382,7.16823152459388,6.80798597353488,6.73417338369594,6.78863108727737,6.77029034982175,6.82321888000993
"Snord37",3.47104985284025,4.43117571054801,3.4393327361834,5.01851917714705,4.5990852233459,3.60088834492101,4.53182777097591,3.7165449645533,3.84847705296693,4.38549367712629,3.97649102816894,3.84485412993358,3.22419816563105,3.09618798024552,2.82081073676212,3.09349470506477,3.02059912608309,3.21997133359903,3.25118926719427,3.4476410834051,3.12100335741491,3.7986821904317,3.41287833474366,3.17161801701282
"Snord49a",7.90377134717755,8.06202448374273,8.56499363450204,9.16864148984362,8.31099383952046,7.64104919529551,7.73823792457593,7.18743402302393,7.748133898299,7.55196278104604,7.63448558196745,7.58239880452388,7.04921868182494,6.89628278548888,6.88489995272742,6.78219355136449,6.53214024400405,6.96387505584577,7.44678183134995,7.60621169712685,7.29859259263124,7.31987745664984,7.21216224580229,7.25298293047129
"Snord58b",5.58854906450991,6.2843072475052,6.71392907331485,7.50268900398964,6.1448349744336,5.46500087660992,5.81309932711377,4.70227246003337,4.58291912838739,5.31414555238416,5.03827583568646,4.74350684550664,3.60132316261464,3.80819454031726,3.54976204733004,3.6081092034455,3.64185836448834,4.02214202877302,4.73679749408275,4.61155734538898,4.51446482196696,4.97903865430055,4.55778808454801,4.26250129020201
"Snora5c",6.10560818729285,6.47485517111314,6.50817588411494,6.54736384341264,6.14031680970855,5.79103907283608,5.31207699030848,4.95627985793539,5.54588835770891,5.34467127935947,5.31927018155473,5.09381668849887,4.97362600223684,5.17618227517152,5.15418500125602,5.16324339254571,4.90068016771988,5.14561997372219,4.95660451641768,4.97012781842229,4.76194832679556,5.03525560340861,5.04060145818601,4.88230682512555
"Snora21",5.25370161400203,6.09772587822919,6.26904054317472,6.70882487618616,5.79513717874853,5.42741770887135,5.26479935896881,5.35005834312123,5.32443811932865,5.36951039862003,5.01246193369108,4.94564036843044,4.41403387765706,4.82740820395858,4.3966747027139,4.67415603141897,4.63099945804406,4.99857533301127,4.48365901184854,4.33058312417978,4.67213913698188,5.01459027721816,4.38736903155683,4.14951729879222
"Snora3",6.19331976347667,9.02729023635059,6.83122954273217,10.6872596761565,8.68794074254132,5.85247834704867,6.53183620244385,6.55849222356048,6.49371640273969,7.02214934849375,6.75535809850997,6.01446177027433,5.5909974331878,5.72783260280827,5.38931173821926,5.40613489962982,5.73904884741162,5.70158545589696,5.53574637998685,5.40863748665804,5.65784971416233,6.18361648352153,5.35227923404282,5.50086855775866
"Gm12238",5.48254851049654,5.66428484360383,5.74104194922623,6.69068651987877,5.47703790955415,5.19314917097911,4.94172196763275,5.00597233218257,4.8326188025431,4.91807758902359,5.06710214427564,4.55359704798994,4.5880798083778,4.47135571576334,4.52860867624076,4.59706560057613,4.52249916593843,4.51578091489642,4.41450564780269,4.66091840720222,4.59802008379128,4.40869967305279,4.69366157304778,4.51565455554084
"Snora31",6.81795666014015,8.52702404709837,8.21988720717459,10.0932061470338,8.09369243880715,6.73508879038978,6.99922074533922,6.94124698282753,7.08850279148544,7.24154120891621,7.00944368444667,6.560206497646,5.92081461455448,6.53429013613879,5.94744236305084,6.32876524981813,5.91688716574697,6.19110576905024,6.24695919661879,5.84132889486793,6.17919001049985,6.58935385244688,5.55475451973624,5.79968888291788
"Snora73a",8.9425447166569,9.01410200605465,9.05481925802862,10.1987151065504,9.40673227269639,7.88105821633238,8.99903847703695,8.83784189847688,8.89164431896504,9.15354163361777,9.04852398624606,8.28356651581231,7.50437696464472,6.97141468201635,6.8628875041906,6.92791620124654,6.83661386026101,7.03952384464542,7.44895501172949,7.49799814985195,7.55565670616411,7.50751069755308,7.43431601764485,6.7160424571352
"Snora73b",8.41328899355011,8.64451636005167,8.67129810302465,9.85905291395101,8.96402332359688,7.87690071186842,8.62109595245758,8.43697215416397,8.54754731438937,8.82695151733415,8.66238927844685,8.21098064104871,7.07151203803584,6.98760095758192,6.57524498518833,7.08171585065805,6.46907526304902,6.88193565460093,7.13221482574095,7.10576539353603,7.30093009408333,7.35515712487834,6.8873666356821,6.58726106974592
"Snora16a",8.17217717189855,10.0241766817778,9.17277596414754,11.3153502613289,10.0808776292369,8.4595270550725,8.81933876254847,8.52310581841182,8.57972055115764,9.08004026810975,8.88771583665653,8.42057230057872,6.5255624118527,7.31408430649082,7.36458137630787,7.40644313341417,6.81508514502957,7.80633174002537,7.54098475491739,6.96043929993102,6.9249312187752,8.20085193206563,6.67277107522342,7.05471018468613
"Snora28",5.74517162884512,6.83492128929609,6.6608403544493,7.36976308127333,6.28244248557969,6.07702540030434,5.48241613509363,5.29353270045528,5.2078618564396,5.56592907436763,5.38398561704336,4.95063340950973,4.70169943591571,5.68863154396683,5.36973269857093,5.49275235987289,5.51685264818871,5.44602380634508,4.79235422008812,5.37603483121321,5.0408734232854,5.06362289377473,4.87225041973477,4.90354837572657
"Snora23",6.28532629774786,7.5351393292658,7.47950868740923,9.70995715735052,7.34931168813007,6.42451596959064,6.47769182237688,6.1416541649671,6.6578937144413,6.52475630159374,6.35201856495914,6.24065371788682,6.07838080489183,7.27751863133669,6.41920819476319,6.76654222341936,7.20429874330258,6.12706549236393,6.46150017725584,6.24445501128859,6.26678455980316,6.82793301981828,6.22672361287811,5.89773692377681
"Tpbgl",8.1511130284571,8.67651028284806,9.04746582736408,8.58421583012608,8.29539847682409,8.81236239110444,8.10849749232613,7.98838119457297,7.92898747454396,8.27339163343141,7.9622735027631,7.93955509317167,6.79434229550851,6.8558127959041,7.59835107610821,7.07187997618341,6.42226863331979,7.49390642891418,6.55099446384179,6.17886425755463,6.48913040063613,6.47613394448225,6.40199079071519,6.41253981151088
"A930016O22Rik",10.1611662129257,10.5416650500911,10.5121723853547,10.2851733798545,10.5243043658346,10.0803396417347,9.61581240586941,7.98667016622202,9.12833209279145,9.37168464945852,8.54206514731051,9.36759376927065,9.20647400262392,9.20978839429154,9.63411523650811,9.0091775201249,9.50801893530857,9.12653140552323,9.39924890386252,9.09447033368121,9.40505937547539,9.31421419615792,9.43204594208704,9.03753957787677
"Gm16062",6.55912778721816,7.39825484118472,6.99440488957073,7.65787083988342,6.35225353089781,6.65040244068985,6.17142055088396,6.11086306812756,6.09693627673635,6.76403191570986,5.921009121867,5.99365208514924,5.62224300004629,5.98296160243376,6.34932894223291,5.45730406452554,5.15540089456098,5.46904092053318,6.03582313749197,6.34031567576532,5.66532805913898,5.99031057462346,5.68767681669111,5.85277273445166
