"","quad_ctrl_1","quad_ctrl_2","quad_ctrl_3","quad_ctrl_4","quad_ctrl_5","quad_ctrl_6","quad_KO_1","quad_KO_2","quad_KO_3","quad_KO_4","quad_KO_5","quad_KO_6","sol_ctrl_1","sol_ctrl_2","sol_ctrl_3","sol_ctrl_4","sol_ctrl_5","sol_ctrl_6","sol_KO_1","sol_KO_2","sol_KO_3","sol_KO_4","sol_KO_5","sol_KO_6"
"10518743",7.55930414615699,7.93013010869572,7.94274394111285,7.49715737723491,7.8357293232287,7.81160360612327,7.21104185795193,7.36686823914085,7.27759530353349,7.43163670855117,7.50838434207218,7.41689256006804,6.81110119602373,6.78552650445092,6.87671320674025,6.92075598944167,6.84792784278944,7.26243707366526,6.81898025375781,6.93564074269849,7.14640051576065,6.98001211934594,6.96583910679492,6.99780221988907
"10515429",10.158983678319,10.2054048311541,10.331451324221,10.5353334458041,9.96589192616689,10.0184651765926,9.93253848364511,9.68246822441276,10.1369984983566,9.79216523142307,9.83025479719918,9.94088512421769,9.59538960925222,9.28912878265279,9.27892428064164,9.22902758460129,8.97255034190066,9.36351850603597,9.60804409973761,9.53909430440883,9.38637630797863,9.45028220381877,9.36484186311213,9.31330135750665
"10382104",11.1642564785521,11.2529784575588,10.8389321025394,11.4969572837574,11.2534063214956,9.90522141999328,11.2336589836227,10.870265428558,11.0275998209682,11.1834050185143,11.0641222604271,10.5491934624278,9.66071988857728,9.19590869418139,9.06386875679186,9.02614244365027,8.87032424083112,8.74403393166863,9.63948784059347,9.40363256941214,9.44760950213297,9.48855793955055,9.47612967788152,9.11575840626264
"10508721",8.45601174275678,8.51539431454869,8.96164293442061,10.233038017476,8.84624105873123,7.86871532619777,7.76146498482344,7.56582764183064,7.86151515023965,7.6078949106421,7.66444125057701,6.89875885087333,6.99853994488,7.37693353793151,6.56921818899661,7.01435360176845,6.16718882679709,7.19579507338546,7.16745398982114,6.48382328402632,7.0176665880346,7.1626444788711,6.21645212964431,6.32298878334859
"10558919",8.14659845669116,8.89126050365257,9.13355584223944,10.1020431586597,9.02630847773075,8.31355223913372,8.31708151941934,8.364967412198,8.52303261181724,8.32982329050814,8.52487934246065,8.27556366898142,7.08018727601165,7.37289891941058,7.26228133592484,7.32729848209897,6.83107952961158,7.88876547959056,7.51134924858626,7.54890614940039,7.35943771406655,7.54443105890091,7.03722979197687,7.38052916179374
"10515425",4.96497053583427,5.56236393499003,4.84602150699288,6.46244510792841,5.9483695648251,4.38098053761806,5.08092916266524,4.4985093439254,4.36713171285962,5.02424708860605,5.04943480012185,4.66807124584186,3.16875315215139,3.32384923225085,3.19845127614722,3.72790634373201,2.93000133649096,3.42256971687689,3.64899128838272,3.38429222163073,3.68261092934022,4.03445280330028,3.31280144403642,3.34609217899294
"10376885",9.77603590018721,10.1659486447219,10.4656914344989,10.375189045475,9.79039618886521,9.43969988106166,9.55085911000907,9.08830368211321,9.72048801691468,9.41841350081352,9.60040911815423,9.70019641730779,8.77877531146516,7.91545895678709,8.0089128568016,8.15488189669008,7.59437951551727,9.01668488942649,9.02557616806525,9.32500546019013,8.69786737135026,8.90554160631535,8.92024974290185,9.08118286042114
"10476106",7.66529437951237,6.42968673703153,8.06082766034902,6.91698123230504,5.76840716390038,8.10461600568387,6.4377930396563,6.91218129202534,6.70001501071736,6.27767155738385,6.62990389608471,7.23272054258324,7.60341721822161,7.15791955117421,6.41634866937978,7.25897526237109,6.71711400074394,7.42863360661419,7.11292670203855,7.86433991703401,7.32985047744304,6.74507500261104,7.74650189165728,7.81017438703349
"10508723",9.43520658319768,10.3330660461532,9.69391432379575,10.6763328405004,10.2089902850775,9.02151874013404,9.71698247138194,9.852316025602,10.0827285918866,9.62841123878326,9.84121310651923,9.46420488289342,9.33410508784648,8.82338898957135,9.03766131055343,8.77607265716912,8.57808420809039,9.43147992870489,9.04562912067184,9.23229760231402,9.41728794865882,8.75257619901159,8.75077985581482,8.71531953941422
"10351043",8.45984498746066,7.9615247906845,8.52083067923443,8.80665717665105,7.47991917278987,8.1347525586777,8.0903344333498,7.527651200344,7.68941762980242,7.6485044269656,7.87234435180345,8.00343237949751,8.31543230504585,8.00459833613125,7.683746034483,7.94678954894356,7.6090052225312,8.02269771591848,8.42697766238289,8.67295320921724,8.6937380857214,8.37396635223974,8.52444712946765,8.43941723962693
"10547073",5.68516218344305,5.98144495025217,5.91016449456744,7.01666755901388,6.19351657969412,5.61263334845546,5.57893940250205,5.49581601377018,5.59094202421924,5.23169787771204,5.49135988336036,5.32522560082689,5.43102529492039,5.03694593079369,5.01938168856278,4.92416892569794,4.96957560263012,5.05057808835485,5.10268743199211,5.33874063451355,5.14722082412714,5.27392675516398,5.12232946466738,5.1024700917028
"10586168",9.37874320789479,9.50706856386814,9.87249302721816,9.77461301001753,9.23866983041742,8.7541621692468,8.5164545694334,7.94307413948765,8.69796486931418,8.31836769671478,8.32924947871045,8.44177024617806,6.50494455377935,5.95049198801889,6.01571466408533,5.96291514242978,5.65135596203878,7.00520372450382,7.16823152459388,6.80798597353488,6.73417338369594,6.78863108727737,6.77029034982175,6.82321888000993
"10365003",3.47104985284025,4.43117571054801,3.4393327361834,5.01851917714705,4.5990852233459,3.60088834492101,4.53182777097591,3.7165449645533,3.84847705296693,4.38549367712629,3.97649102816894,3.84485412993358,3.22419816563105,3.09618798024552,2.82081073676212,3.09349470506477,3.02059912608309,3.21997133359903,3.25118926719427,3.4476410834051,3.12100335741491,3.7986821904317,3.41287833474366,3.17161801701282
"10376887",7.90377134717755,8.06202448374273,8.56499363450204,9.16864148984362,8.31099383952046,7.64104919529551,7.73823792457593,7.18743402302393,7.748133898299,7.55196278104604,7.63448558196745,7.58239880452388,7.04921868182494,6.89628278548888,6.88489995272742,6.78219355136449,6.53214024400405,6.96387505584577,7.44678183134995,7.60621169712685,7.29859259263124,7.31987745664984,7.21216224580229,7.25298293047129
"10414659",5.58854906450991,6.2843072475052,6.71392907331485,7.50268900398964,6.1448349744336,5.46500087660992,5.81309932711377,4.70227246003337,4.58291912838739,5.31414555238416,5.03827583568646,4.74350684550664,3.60132316261464,3.80819454031726,3.54976204733004,3.6081092034455,3.64185836448834,4.02214202877302,4.73679749408275,4.61155734538898,4.51446482196696,4.97903865430055,4.55778808454801,4.26250129020201
"10508645",3.30904671928695,3.80126165972545,3.46282388127245,4.23961137622245,3.38778508501707,2.72058001650792,3.67258177929413,3.38286297676485,3.19500849931166,3.48182152523003,3.14043322295814,3.29849222078551,2.67895377059258,2.86835957858849,2.64442651302765,3.10673360348389,2.51861933309087,2.69157482864143,2.53515054852226,2.61352075810558,2.9209161717893,3.14048303072341,2.62106283434053,2.64495634372938
"10459766",8.0317200150151,8.34058061079003,8.58420122734513,9.31396338985325,8.31518541548872,8.67735840819425,7.73591660999239,7.68932340062886,8.11228209690363,7.87034742218624,7.83421809098413,8.24396742902139,8.67201964639307,8.97375098804641,8.80310788352154,9.11774041710451,9.09137272259075,8.92607701961393,8.00879542689034,8.12827904900931,8.0940531407872,8.12389230444382,8.1380602817154,8.43607737027008
